"station_ID","Date","TemperatureCAvg","TemperatureCMax","TemperatureCMin","TdAvgC","HrAvg","WindkmhDir","WindkmhInt","WindkmhGust","PresslevHp","Precmm","TotClOct","lowClOct","SunD1h","VisKm","SnowDepcm","PreselevHp"
3590,2024-05-16,13.6,17.9,10.5,11.6,88.2,"ESE",10,25.9,1006,1.2,6.5,7.4,"5.0",19,NA,NA
3590,2024-05-15,13.8,16.5,11.6,12.2,90.9,"SSE",12.9,29.7,1003.2,4.2,8,8,"0.0",17,NA,NA
3590,2024-05-14,15.5,19.4,10.5,12.5,81.6,"SSE",16.1,35.2,1005.3,0,5.6,6.8,"6.4",14.4,NA,NA
3590,2024-05-13,17.5,23.3,10.5,11,67.8,"SE",12.8,29.7,1011.2,0,0,NA,"12.8",22,NA,NA
3590,2024-05-12,14.5,19.6,7.9,10.8,78.8,"E",14.1,29.7,1019.8,0,0.5,6,"10.1",12.6,NA,NA
3590,2024-05-11,14.3,20.2,7.9,9.2,73.2,"E",10.3,25.9,1023.7,0,1.8,6.3,"13.9",21.8,NA,NA
3590,2024-05-10,15.1,21.5,8.5,10.5,74.4,"S",8.9,24.1,1025.3,0,1.1,3,"9.9",17.7,NA,NA
3590,2024-05-09,11.6,17.9,7.8,8.3,80.9,"SSE",9.5,25.9,1029,0,2.9,5.4,"8.6",25.9,NA,NA
3590,2024-05-08,12.2,18,5.9,8.7,79.9,"NNE",14.6,35.2,1025.2,0,4.7,6.6,"10.1",24.7,NA,NA
3590,2024-05-07,12.3,16.9,5.9,9,81.5,"ENE",12.1,31.5,1011.6,2.4,5.8,7.7,"4.1",11.9,NA,NA
3590,2024-05-06,12.7,17.3,4.1,8.4,75.7,"SSE",10.3,31.5,1007.5,0,4.3,5.5,"9.3",35.3,NA,NA
3590,2024-05-05,10.7,16,4.1,7.4,81.1,"SSE",10,27.8,1010.2,0,2.8,5.1,"9.4",29.2,NA,NA
3590,2024-05-04,9.2,14,6.4,8.3,95,"SW",17.1,42.6,1009.3,13.2,6.2,7.8,"0.0",17.3,NA,NA
3590,2024-05-03,14.3,20.9,9.4,11.8,84.9,"WNW",14.1,29.7,1001.8,0,6.7,7,"4.9",7.5,NA,NA
3590,2024-05-02,14.5,20.7,9.4,11,81.1,"NE",15.9,33.4,1004.9,0,3.2,5.1,"8.2",18.5,NA,NA
3590,2024-05-01,12.9,16.7,8.1,10.1,83.6,"SE",13.7,38.9,1011.1,0.4,7,7.3,"7.1",29.9,NA,NA
3590,2024-04-30,11,15.4,5.4,5.5,69.7,"S",17.5,51.9,1015.4,0,2.4,4.4,"11.6",48.6,NA,NA
3590,2024-04-29,7.9,11.5,5.4,5.7,87.1,"SW",19.5,51.9,1008.6,NA,4.9,7.9,"1.3",37.2,NA,NA
3590,2024-04-28,8.3,10.6,4.1,7.2,91.8,"ENE",19.1,38.9,1001.9,15.8,8,8,"0.0",18.8,NA,NA
3590,2024-04-27,6.8,11.6,-1.4,2.7,75.9,"ENE",10.3,27.8,1004.4,3,5.5,6.2,"8.3",46.6,NA,NA
3590,2024-04-26,4.9,11.9,-1.4,1.8,81.8,"WNW",11.4,38.9,1002.6,0.6,4.8,6.8,"2.2",30.6,NA,NA
3590,2024-04-25,4.3,8.9,-0.5,0.9,79.4,"NNW",17.5,46.3,1012.8,1,6.8,7.4,"2.7",36.1,NA,NA
3590,2024-04-24,5.8,10.3,3.2,3.7,86.3,"NNW",18.8,44.5,1020,1.4,7.7,7.7,"0.7",28.4,NA,NA
3590,2024-04-23,5.9,9.8,0.6,2.8,81,"NNW",8.5,33.4,1026.1,4.4,7.2,7.9,"5.7",34.9,NA,NA
3590,2024-04-22,5.2,11.2,0.6,1.5,78.2,"N",18.3,48.2,1029.9,0.2,3.8,6.1,"5.9",30.2,NA,NA
3590,2024-04-21,5.1,9.7,1.8,0.5,73.5,"NNW",20,48.2,1028.2,0.6,5.3,6,"4.8",31.3,NA,NA
3590,2024-04-20,7.2,12.4,2.3,2.3,73.1,"NNW",27.3,63,1019.4,0.8,6,6.5,"7.9",41.2,NA,NA
3590,2024-04-19,8.3,11.4,1.7,4.1,75.8,"W",21.8,48.2,1018.7,2.6,6,6.5,"6.7",44.1,NA,NA
3590,2024-04-18,5.7,10.8,0.6,1.7,77.8,"NNW",19.3,48.2,1015.9,2.2,5.3,5.8,"7.0",46.7,NA,NA
3590,2024-04-17,6,10.3,0.6,3.2,83,"NW",23.6,64.9,1013.3,1.6,6.5,7,"2.9",46.4,NA,NA
3590,2024-04-16,7,10.4,4.6,2.9,76.4,"WNW",33,81.5,1004.3,5.4,5.2,6.3,"4.9",57.9,NA,NA
3590,2024-04-15,9.3,14.3,5,2.5,63.8,"WSW",18.1,42.6,1017.8,0,3.1,5.7,"7.9",60.4,NA,NA
3590,2024-04-14,13.3,20.1,5.8,7.5,69.8,"WSW",21.1,51.9,1020.8,0,2.9,4.6,"9.9",53.6,NA,NA
3590,2024-04-13,14.2,19.9,9.5,8.8,71,"WSW",21.2,46.3,1026.1,0,2.2,4.9,"7.1",58,NA,NA
3590,2024-04-12,14.2,18.9,9.5,10.9,81.3,"SW",18.1,35.2,1028.5,0,5,6.7,"3.8",50.2,NA,NA
3590,2024-04-11,11.2,13.2,1.7,8.1,80.7,"SW",24.4,59.3,1024.8,3,6,7.2,"5.0",40,NA,NA
3590,2024-04-10,6.9,11.6,1.7,3.9,82.6,"WSW",27.2,72.3,1013,1.2,4.6,7.3,"0.9",41.2,NA,NA
3590,2024-04-09,11.6,15.6,8.4,8.1,79.6,"SSE",20.2,53.7,1002.4,0.2,5,6,"3.1",27.3,NA,NA
3590,2024-04-08,12.1,16.3,8.6,6.5,69.6,"SSW",26.9,66.7,1008.1,0,2.5,4.1,"8.5",27.9,NA,NA
3590,2024-04-07,14.8,18.9,9.9,8.6,66.7,"SSW",29.9,70.4,1002.8,0,2.9,5.4,"4.0",38.7,NA,NA
3590,2024-04-06,13.8,17.3,11.2,9.5,76.3,"SSW",24.9,63,1004,1.6,6.6,6.6,"4.3",30.2,NA,NA
3590,2024-04-05,11.9,15,8.3,9.5,85.4,"SW",20.5,50,1003.1,NA,8,8,"2.1",28.4,NA,NA
3590,2024-04-04,10.6,14.3,8.3,8,83.8,"SW",21.9,53.7,999.7,3,7.5,7.8,"1.0",39.7,NA,NA
3590,2024-04-03,10.5,14.5,7.3,7.5,82.9,"SW",18.6,44.5,1001.8,3.4,7.4,7.7,"3.1",32.9,NA,NA
3590,2024-04-02,9.9,15.1,7.3,6.1,78.1,"SW",18.3,38.9,996.3,0.4,4.5,5.4,"7.8",49.2,NA,NA
3590,2024-04-01,8.8,10.6,6.4,8,94.5,"E",13.9,40.8,992.3,2,8,8,"0.0",7.3,NA,NA
